                   frame  Start Frame
    0.018 ms     1 render            Rendering Primitive Batch(s) /renderClient/scenes/scene21/table/top1_table/out1 (SOP:out)
    0.001 ms     1 render            Rendering a group of SOP(s) /renderClient/screenRender/tableRenderScreen (TOP:renderpass)
    0.005 ms       render            Changing Material /renderClient/screenRender/tableRenderScreen (TOP:renderpass)
    0.023 ms       gfx            Enabling Phong Shader
    0.011 ms     1 render            Rendering Primitive Batch(s) /renderClient/scenes/scene8/table/top1_table/out1 (SOP:out)
    0.000 ms       render            Post-Render /renderClient/screenRender/tableRenderScreen (TOP:renderpass)
    0.039 ms       gfx            Generating Mipmaps
    0.004 ms  189642 cook             /renderClient/screenRender/surfaceGeo2/null1 (SOP:null)
    0.020 ms  189642 cook             /renderClient/screenRender/surfaceGeo2/texture1 (SOP:texture)
    0.080 ms       cook            Copying Input SOP Data /renderClient/screenRender/surfaceGeo2/texture1 (SOP:texture)
    0.018 ms       render            Updating SOP's VBO /renderClient/screenRender/surfaceGeo2/texture1 (SOP:texture)
    0.001 ms       render            tesselate
    0.006 ms       render            Rendering /renderClient/screenRender/renderpass8 (TOP:renderpass)
    0.000 ms       render            Sorting Geometries /renderClient/screenRender/renderpass8 (TOP:renderpass)
    0.001 ms       render            Updating Camera View /renderClient/screenRender/renderpass8 (TOP:renderpass)
    0.030 ms       render            Pre-Render /renderClient/screenRender/renderpass8 (TOP:renderpass)
    0.001 ms     1 render            Rendering a group of SOP(s) /renderClient/screenRender/renderpass8 (TOP:renderpass)
    0.022 ms       render            Setting Up Material /renderClient/screenRender/renderpass8 (TOP:renderpass)
    0.001 ms       gfx            Updating General Uniform Buffer
    0.037 ms     1 render            Rendering Primitive Batch(s) /renderClient/screenRender/surfaceGeo2/null1 (SOP:null)
    0.001 ms       render            Post-Render /renderClient/screenRender/renderpass8 (TOP:renderpass)
    0.118 ms       gfx            Generating Mipmaps
    0.140 ms       render          Rendering /renderClient/previs/render1 (TOP:render)
    0.006 ms       render           Sorting Geometries /renderClient/previs/render1 (TOP:render)
    0.003 ms       render           Updating Camera View /renderClient/previs/render1 (TOP:render)
    0.091 ms       render           Pre-Render /renderClient/previs/render1 (TOP:render)
    0.004 ms     1 render           Rendering a group of SOP(s) /renderClient/previs/render1 (TOP:render)
    0.012 ms       render            Setting Up Material /renderClient/previs/render1 (TOP:render)
    0.069 ms       gfx            Enabling Phong Shader
    0.006 ms       gfx            Updating Light Uniform Buffer
    0.048 ms     1 render            Rendering Primitive Batch(s) /renderClient/previs/geo5/out1 (SOP:out)
    0.002 ms     1 render           Rendering a group of SOP(s) /renderClient/previs/render1 (TOP:render)
    0.010 ms       render            Changing Material /renderClient/previs/render1 (TOP:render)
    0.059 ms       gfx            Enabling Phong Shader
    0.033 ms     1 render            Rendering Primitive Batch(s) /renderClient/previs/geo3/out1 (SOP:out)
    0.001 ms     1 render           Rendering a group of SOP(s) /renderClient/previs/render1 (TOP:render)
    0.007 ms       render            Changing Material /renderClient/previs/render1 (TOP:render)
    0.049 ms       gfx            Enabling Phong Shader
    0.016 ms     1 render            Rendering Primitive Batch(s) /renderClient/previs/geo2/out1 (SOP:out)
    0.001 ms     1 render           Rendering a group of SOP(s) /renderClient/previs/render1 (TOP:render)
    0.006 ms       render            Changing Material /renderClient/previs/render1 (TOP:render)
    0.076 ms       gfx            Enabling Phong Shader
    0.027 ms     1 render            Rendering Primitive Batch(s) /renderClient/previs/geo6/out1 (SOP:out)
    0.001 ms     1 render           Rendering a group of SOP(s) /renderClient/previs/render1 (TOP:render)
    0.008 ms       render            Changing Material /renderClient/previs/render1 (TOP:render)
    0.053 ms       gfx            Enabling Phong Shader
    0.023 ms     1 render            Rendering Primitive Batch(s) /renderClient/previs/floor/out1 (SOP:out)
    0.002 ms     5 render           Rendering a group of SOP(s) /renderClient/previs/render1 (TOP:render)
    0.006 ms       render            Changing Material /renderClient/previs/render1 (TOP:render)
    0.053 ms       gfx            Enabling Phong Shader
    0.022 ms     1 render            Rendering Primitive Batch(s) /renderClient/previs/Futurist/New_Dude160cm1/ZeDude_1_6m_1/mesh (SOP:filein)
    0.006 ms     1 render            Rendering Primitive Batch(s) /renderClient/previs/Futurist/New_Dude170cm3/ZeDude_1_7m/mesh (SOP:filein)
    0.005 ms     1 render            Rendering Primitive Batch(s) /renderClient/previs/Futurist/New_Dude170cm1/ZeDude_1_7m/mesh (SOP:filein)
    0.005 ms     1 render            Rendering Primitive Batch(s) /renderClient/previs/Futurist/New_Dude160cm/ZeDude_1_6m_1/mesh (SOP:filein)
    0.004 ms     1 render            Rendering Primitive Batch(s) /renderClient/previs/Futurist/New_Dude170cm2/ZeDude_1_7m/mesh (SOP:filein)
    0.001 ms     1 render           Rendering a group of SOP(s) /renderClient/previs/render1 (TOP:render)
    0.007 ms       render            Changing Material /renderClient/previs/render1 (TOP:render)
    0.050 ms       gfx            Enabling Phong Shader
    0.018 ms     1 render            Rendering Primitive Batch(s) /renderClient/previs/geo1/out1 (SOP:out)
    0.001 ms     1 render           Rendering a group of SOP(s) /renderClient/previs/render1 (TOP:render)
    0.006 ms       render            Changing Material /renderClient/previs/render1 (TOP:render)
    0.047 ms       gfx            Enabling Phong Shader
    0.010 ms     1 render            Rendering Primitive Batch(s) /renderClient/previs/table1/out1 (SOP:out)
    0.001 ms     1 render           Rendering a group of SOP(s) /renderClient/previs/render1 (TOP:render)
    0.005 ms       render            Changing Material /renderClient/previs/render1 (TOP:render)
    0.056 ms       gfx            Enabling Phong Shader
    0.019 ms     1 render            Rendering Primitive Batch(s) /renderClient/previs/frames/out1 (SOP:out)
    0.002 ms       render          Post-Render /renderClient/previs/render1 (TOP:render)
    0.006 ms  179246 cook      /renderClient/videoIO/container_performance_graph_v2/out1 (TOP:out)
    0.062 ms  179246 cook       /renderClient/videoIO/container_performance_graph_v2/comp1 (TOP:comp)
    0.007 ms  179246 cook        /renderClient/videoIO/container_performance_graph_v2/container_body/out1 (TOP:out)
    0.005 ms  179246 cook         /renderClient/videoIO/container_performance_graph_v2/container_body/null_final (TOP:null)
    0.076 ms  179246 cook          /renderClient/videoIO/container_performance_graph_v2/container_body/comp4 (TOP:comp)
    0.080 ms  180519 cook           /renderClient/videoIO/container_performance_graph_v2/container_body/comp3 (TOP:comp)
    0.124 ms  179281 cook            /renderClient/videoIO/container_performance_graph_v2/container_body/blur1 (TOP:blur)
    0.440 ms  179281 cook             /renderClient/videoIO/container_performance_graph_v2/container_body/renderpass1 (TOP:renderpass)
    0.480 ms  179282 cook             /renderClient/videoIO/container_performance_graph_v2/container_body/render1 (TOP:render)
    0.014 ms       render            Prepping Nodes For Render /renderClient/videoIO/container_performance_graph_v2/container_body/render1 (TOP:render)
    0.016 ms       render            Rendering /renderClient/videoIO/container_performance_graph_v2/container_body/render1 (TOP:render)
    0.002 ms       render            Sorting Geometries /renderClient/videoIO/container_performance_graph_v2/container_body/render1 (TOP:render)
    0.001 ms       render            Updating Camera View /renderClient/videoIO/container_performance_graph_v2/container_body/render1 (TOP:render)
    0.102 ms       render            Pre-Render /renderClient/videoIO/container_performance_graph_v2/container_body/render1 (TOP:render)
    0.002 ms     1 render            Rendering a group of SOP(s) /renderClient/videoIO/container_performance_graph_v2/container_body/render1 (TOP:render)
    0.059 ms       render            Setting Up Material /renderClient/videoIO/container_performance_graph_v2/container_body/render1 (TOP:render)
    0.004 ms       gfx            Updating General Uniform Buffer
    0.033 ms     1 render            Rendering Primitive Batch(s) /renderClient/videoIO/container_performance_graph_v2/container_body/geo1/geo_graph/null1 (SOP:null)
    0.001 ms     1 render            Rendering a group of SOP(s) /renderClient/videoIO/container_performance_graph_v2/container_body/render1 (TOP:render)
    0.046 ms       render            Changing Material /renderClient/videoIO/container_performance_graph_v2/container_body/render1 (TOP:render)
    0.011 ms     1 render            Rendering Primitive Batch(s) /renderClient/videoIO/container_performance_graph_v2/container_body/geo1/geo_graph1/null1 (SOP:null)
    0.001 ms       render            Post-Render /renderClient/videoIO/container_performance_graph_v2/container_body/render1 (TOP:render)
    0.023 ms       render            Prepping Nodes For Render /renderClient/videoIO/container_performance_graph_v2/container_body/renderpass1 (TOP:renderpass)
    0.114 ms  179243 cook             /renderClient/videoIO/container_performance_graph_v2/container_body/geo2 (COMP:geo)
    0.018 ms  179243 cook             /renderClient/videoIO/container_performance_graph_v2/container_body/null_memory_percentage (CHOP:null)
    0.062 ms  179243 cook             /renderClient/videoIO/container_performance_graph_v2/container_body/filter1 (CHOP:filter)
    0.013 ms  179243 cook             /renderClient/videoIO/container_performance_graph_v2/container_body/merge2 (CHOP:merge)
    0.009 ms  179243 cook             /renderClient/videoIO/container_performance_graph_v2/container_body/trim1 (CHOP:trim)
    0.011 ms  179243 cook             /renderClient/videoIO/container_performance_graph_v2/container_body/merge1 (CHOP:merge)
    0.016 ms  179243 cook             /renderClient/videoIO/container_performance_graph_v2/container_body/math2 (CHOP:math)
    0.018 ms  179243 cook             /renderClient/videoIO/container_performance_graph_v2/container_body/select1 (CHOP:select)
    0.031 ms  179243 cook             /renderClient/videoIO/container_performance_graph_v2/container_body/perform1 (CHOP:perform)
    0.013 ms  179243 cook             /renderClient/videoIO/container_performance_graph_v2/container_body/math1 (CHOP:math)
    0.009 ms  179243 cook             /renderClient/videoIO/container_performance_graph_v2/container_body/select2 (CHOP:select)
    0.011 ms  179250 cook             /renderClient/videoIO/container_performance_graph_v2/container_body/null3 (CHOP:null)
    0.022 ms  179245 cook             /renderClient/videoIO/container_performance_graph_v2/container_body/speed1 (CHOP:speed)
    0.065 ms  179243 cook             /renderClient/videoIO/container_performance_graph_v2/container_body/geo3 (COMP:geo)
    0.097 ms       render            Rendering /renderClient/videoIO/container_performance_graph_v2/container_body/renderpass1 (TOP:renderpass)
    0.002 ms       render            Sorting Geometries /renderClient/videoIO/container_performance_graph_v2/container_body/renderpass1 (TOP:renderpass)
    0.002 ms       render            Updating Camera View /renderClient/videoIO/container_performance_graph_v2/container_body/renderpass1 (TOP:renderpass)
    0.082 ms       render            Pre-Render /renderClient/videoIO/container_performance_graph_v2/container_body/renderpass1 (TOP:renderpass)
    0.005 ms     1 render            Rendering a group of SOP(s) /renderClient/videoIO/container_performance_graph_v2/container_body/renderpass1 (TOP:renderpass)
    0.062 ms       render            Setting Up Material /renderClient/videoIO/container_performance_graph_v2/container_body/renderpass1 (TOP:renderpass)
    0.015 ms       render            Setting Uniforms for Instancing
    0.042 ms     1 render            Rendering Primitive Batch(s) /renderClient/videoIO/container_performance_graph_v2/container_body/geo3/circle1 (SOP:circle)
    0.002 ms     1 render            Rendering a group of SOP(s) /renderClient/videoIO/container_performance_graph_v2/container_body/renderpass1 (TOP:renderpass)
    0.047 ms       render            Changing Material /renderClient/videoIO/container_performance_graph_v2/container_body/renderpass1 (TOP:renderpass)
    0.006 ms       render            Setting Uniforms for Instancing
    0.013 ms     1 render            Rendering Primitive Batch(s) /renderClient/videoIO/container_performance_graph_v2/container_body/geo2/circle1 (SOP:circle)
    0.001 ms       render            Post-Render /renderClient/videoIO/container_performance_graph_v2/container_body/renderpass1 (TOP:renderpass)
    0.057 ms  180519 cook            /renderClient/videoIO/container_performance_graph_v2/container_body/level1 (TOP:level)
    0.004 ms  180519 cook             /renderClient/videoIO/container_performance_graph_v2/container_body/feedback1 (TOP:feedback)
    0.092 ms  179244 cook           /renderClient/videoIO/container_performance_graph_v2/container_body/comp2 (TOP:comp)
    0.088 ms  179244 cook            /renderClient/videoIO/container_performance_graph_v2/container_body/comp1 (TOP:comp)
    0.240 ms  179243 cook             /renderClient/videoIO/container_performance_graph_v2/container_body/text3 (TOP:text)
    0.006 ms  179243 cook             /renderClient/videoIO/container_performance_graph_v2/container_body/null_fps (CHOP:null)
    0.279 ms  179243 cook            /renderClient/videoIO/container_performance_graph_v2/container_body/text4 (TOP:text)
    0.116 ms       gfx    Downloading Texture Data From GPU
    0.193 ms  189633 cook    /renderClient/videoIO/HT1_videodevout4 (TOP:videodevout)
    0.101 ms  189633 cook     /renderClient/videoIO/flip7 (TOP:flip)
    0.007 ms  189633 cook      /renderClient/videoIO/select_HT1 (TOP:select)
    0.114 ms       gfx    Downloading Texture Data From GPU
    0.349 ms  189635 cook    /renderClient/videoIO/PJ2_videodevout1 (TOP:videodevout)
    0.007 ms  189633 cook     /renderClient/videoIO/select_PJ1 (TOP:select)
    0.057 ms  189634 cook     /renderClient/videoIO/audioMix (CHOP:select)
    0.006 ms  189634 cook      /renderClient/audio/out1 (CHOP:null)
    0.895 ms  189634 cook       /renderClient/audio/mix (CHOP:math)
    0.009 ms  189632 cook        /renderClient/audio/sound1/out1 (CHOP:out)
    0.063 ms  189632 cook         /renderClient/audio/sound1/select3 (CHOP:select)
    0.008 ms  189632 cook          /renderClient/audio/sound1/audioEmpty (CHOP:null)
    0.031 ms  189632 cook           /renderClient/audio/sound1/logic1 (CHOP:logic)
    0.025 ms  189632 cook            /renderClient/audio/sound1/info1 (CHOP:info)
    0.050 ms  189632 cook             /renderClient/audio/sound1/audio0 (CHOP:select)
    0.010 ms  189538 cook             /renderClient/scenes/scene1/audio/out1 (CHOP:null)
    0.069 ms  189538 cook             /renderClient/scenes/scene1/audio/audiofilein1 (CHOP:audiofilein)
    0.008 ms  189632 cook        /renderClient/audio/sound2/out1 (CHOP:out)
    0.045 ms  189632 cook         /renderClient/audio/sound2/select3 (CHOP:select)
    0.007 ms  189632 cook          /renderClient/audio/sound2/audioEmpty (CHOP:null)
    0.019 ms  189632 cook           /renderClient/audio/sound2/logic1 (CHOP:logic)
    0.008 ms  189632 cook        /renderClient/audio/sound3/out1 (CHOP:out)
    0.039 ms  189632 cook         /renderClient/audio/sound3/select3 (CHOP:select)
    0.006 ms  189632 cook          /renderClient/audio/sound3/audioEmpty (CHOP:null)
    0.017 ms  189632 cook           /renderClient/audio/sound3/logic1 (CHOP:logic)
    0.007 ms  189632 cook        /renderClient/audio/sound4/out1 (CHOP:out)
    0.038 ms  189632 cook         /renderClient/audio/sound4/select3 (CHOP:select)
    0.007 ms  189632 cook          /renderClient/audio/sound4/audioEmpty (CHOP:null)
    0.016 ms  189632 cook           /renderClient/audio/sound4/logic1 (CHOP:logic)
    0.013 ms  189632 cook          /renderClient/audio/sound4/audio1 (CHOP:select)
    0.060 ms  189632 cook           /renderClient/audio/silence (CHOP:audiofilein)
    0.007 ms  189632 cook        /renderClient/audio/sound5/out1 (CHOP:out)
    0.046 ms  189632 cook         /renderClient/audio/sound5/select3 (CHOP:select)
    0.007 ms  189632 cook          /renderClient/audio/sound5/audioEmpty (CHOP:null)
    0.019 ms  189632 cook           /renderClient/audio/sound5/logic1 (CHOP:logic)
    0.008 ms  189632 cook          /renderClient/audio/sound5/audio1 (CHOP:select)
    0.006 ms  189632 cook        /renderClient/audio/sound6/out1 (CHOP:out)
    0.038 ms  189632 cook         /renderClient/audio/sound6/select3 (CHOP:select)
    0.006 ms  189632 cook          /renderClient/audio/sound6/audioEmpty (CHOP:null)
    0.016 ms  189632 cook           /renderClient/audio/sound6/logic1 (CHOP:logic)
    0.008 ms  189632 cook          /renderClient/audio/sound6/audio1 (CHOP:select)
    0.007 ms  189632 cook        /renderClient/audio/sound7/out1 (CHOP:out)
    0.036 ms  189632 cook         /renderClient/audio/sound7/select3 (CHOP:select)
    0.007 ms  189632 cook          /renderClient/audio/sound7/audioEmpty (CHOP:null)
    0.016 ms  189632 cook           /renderClient/audio/sound7/logic1 (CHOP:logic)
    0.007 ms  189632 cook          /renderClient/audio/sound7/audio1 (CHOP:select)
    0.008 ms  189632 cook        /renderClient/audio/sound8/out1 (CHOP:out)
    0.045 ms  189632 cook         /renderClient/audio/sound8/select3 (CHOP:select)
    0.007 ms  189632 cook          /renderClient/audio/sound8/audioEmpty (CHOP:null)
    0.024 ms  189632 cook           /renderClient/audio/sound8/logic1 (CHOP:logic)
    0.018 ms  189632 cook            /renderClient/audio/sound8/info1 (CHOP:info)
    0.042 ms  189632 cook             /renderClient/audio/sound8/audio0 (CHOP:select)
    0.011 ms  189538 cook             /renderClient/scenes/scene8/audio/out1 (CHOP:null)
    0.048 ms  189538 cook             /renderClient/scenes/scene8/audio/math3 (CHOP:math)
    0.155 ms  189538 cook             /renderClient/scenes/scene8/audio/cue1 (CHOP:audiofilein)
    0.116 ms  189539 cook             /renderClient/scenes/scene8/audio/lag1 (CHOP:lag)
    0.020 ms  189539 cook             /renderClient/scenes/scene8/audio/countCue1 (CHOP:count)
    0.023 ms  189543 cook             /renderClient/scenes/scene8/audio/select1 (CHOP:select)
    0.011 ms  189543 cook             /renderClient/scenes/scene8/audio/uiCues (CHOP:select)
    0.008 ms  189543 cook             /renderClient/scenes/scene8/ui/out1 (CHOP:null)
    0.032 ms  189543 cook             /renderClient/scenes/scene8/ui/override1 (CHOP:override)
    0.109 ms  189538 cook             /renderClient/scenes/scene8/audio/cue2 (CHOP:audiofilein)
    0.081 ms  189539 cook             /renderClient/scenes/scene8/audio/lag2 (CHOP:lag)
    0.017 ms  189539 cook             /renderClient/scenes/scene8/audio/countCue2 (CHOP:count)
    0.015 ms  189543 cook             /renderClient/scenes/scene8/audio/select2 (CHOP:select)
    0.007 ms  189632 cook        /renderClient/audio/sound9/out1 (CHOP:out)
    0.040 ms  189632 cook         /renderClient/audio/sound9/select3 (CHOP:select)
    0.007 ms  189632 cook          /renderClient/audio/sound9/audioEmpty (CHOP:null)
    0.016 ms  189632 cook           /renderClient/audio/sound9/logic1 (CHOP:logic)
    0.008 ms  189632 cook          /renderClient/audio/sound9/audio1 (CHOP:select)
    0.007 ms  189632 cook        /renderClient/audio/sound10/out1 (CHOP:out)
    0.043 ms  189632 cook         /renderClient/audio/sound10/select3 (CHOP:select)
    0.006 ms  189632 cook          /renderClient/audio/sound10/audioEmpty (CHOP:null)
    0.021 ms  189632 cook           /renderClient/audio/sound10/logic1 (CHOP:logic)
    0.016 ms  189632 cook            /renderClient/audio/sound10/info1 (CHOP:info)
    0.040 ms  189632 cook             /renderClient/audio/sound10/audio0 (CHOP:select)
    0.009 ms  189538 cook             /renderClient/scenes/scene10/audio/out1 (CHOP:null)
    0.048 ms  189538 cook             /renderClient/scenes/scene10/audio/audiofilein1 (CHOP:audiofilein)
    0.007 ms  189632 cook        /renderClient/audio/sound11/out1 (CHOP:out)
    0.045 ms  189632 cook         /renderClient/audio/sound11/select3 (CHOP:select)
    0.006 ms  189632 cook          /renderClient/audio/sound11/audioEmpty (CHOP:null)
    0.021 ms  189632 cook           /renderClient/audio/sound11/logic1 (CHOP:logic)
    0.014 ms  189632 cook            /renderClient/audio/sound11/info1 (CHOP:info)
    0.035 ms  189632 cook             /renderClient/audio/sound11/audio0 (CHOP:select)
    0.009 ms  189538 cook             /renderClient/scenes/scene11/audio/out1 (CHOP:null)
    0.041 ms  189538 cook             /renderClient/scenes/scene11/audio/audiofilein1 (CHOP:audiofilein)
    0.007 ms  189632 cook        /renderClient/audio/sound13/out1 (CHOP:out)
    0.040 ms  189632 cook         /renderClient/audio/sound13/select3 (CHOP:select)
    0.006 ms  189632 cook          /renderClient/audio/sound13/audioEmpty (CHOP:null)
    0.017 ms  189632 cook           /renderClient/audio/sound13/logic1 (CHOP:logic)
    0.008 ms  189632 cook          /renderClient/audio/sound13/audio1 (CHOP:select)
    0.007 ms  189632 cook        /renderClient/audio/sound14/out1 (CHOP:out)
    0.045 ms  189632 cook         /renderClient/audio/sound14/select3 (CHOP:select)
    0.008 ms  189632 cook          /renderClient/audio/sound14/audioEmpty (CHOP:null)
    0.023 ms  189632 cook           /renderClient/audio/sound14/logic1 (CHOP:logic)
    0.021 ms  189632 cook            /renderClient/audio/sound14/info1 (CHOP:info)
    0.050 ms  189632 cook             /renderClient/audio/sound14/audio0 (CHOP:select)
    0.008 ms  34851 cook             /renderClient/scenes/scene14/audio/out1 (CHOP:null)
    0.045 ms  34851 cook             /renderClient/scenes/scene14/audio/audiofilein1 (CHOP:audiofilein)
    0.007 ms  189632 cook        /renderClient/audio/sound15/out1 (CHOP:out)
    0.044 ms  189632 cook         /renderClient/audio/sound15/select3 (CHOP:select)
    0.007 ms  189632 cook          /renderClient/audio/sound15/audioEmpty (CHOP:null)
    0.021 ms  189632 cook           /renderClient/audio/sound15/logic1 (CHOP:logic)
    0.015 ms  189632 cook            /renderClient/audio/sound15/info1 (CHOP:info)
    0.035 ms  189632 cook             /renderClient/audio/sound15/audio0 (CHOP:select)
    0.008 ms  189538 cook             /renderClient/scenes/scene15/audio/out1 (CHOP:null)
    0.039 ms  189538 cook             /renderClient/scenes/scene15/audio/audiofilein1 (CHOP:audiofilein)
    0.007 ms  189632 cook        /renderClient/audio/sound16/out1 (CHOP:out)
    0.038 ms  189632 cook         /renderClient/audio/sound16/select3 (CHOP:select)
    0.006 ms  189632 cook          /renderClient/audio/sound16/audioEmpty (CHOP:null)
    0.016 ms  189632 cook           /renderClient/audio/sound16/logic1 (CHOP:logic)
    0.007 ms  189634 cook        /renderClient/audio/sound17/out1 (CHOP:out)
    0.039 ms  189634 cook         /renderClient/audio/sound17/select3 (CHOP:select)
    0.006 ms  189634 cook          /renderClient/audio/sound17/audioEmpty (CHOP:null)
    0.021 ms  189634 cook           /renderClient/audio/sound17/logic1 (CHOP:logic)
    0.014 ms  189634 cook            /renderClient/audio/sound17/info1 (CHOP:info)
    0.034 ms  189634 cook             /renderClient/audio/sound17/audio0 (CHOP:select)
    0.009 ms  189540 cook             /renderClient/scenes/scene17/audio/out1 (CHOP:null)
    0.085 ms  189540 cook             /renderClient/scenes/scene17/audio/math1 (CHOP:math)
    0.032 ms  189539 cook             /renderClient/scenes/scene17/audio/cue1 (CHOP:audiofilein)
    0.008 ms  189634 cook        /renderClient/audio/sound18/out1 (CHOP:out)
    0.041 ms  189634 cook         /renderClient/audio/sound18/select3 (CHOP:select)
    0.006 ms  189634 cook          /renderClient/audio/sound18/audioEmpty (CHOP:null)
    0.021 ms  189634 cook           /renderClient/audio/sound18/logic1 (CHOP:logic)
    0.014 ms  189634 cook            /renderClient/audio/sound18/info1 (CHOP:info)
    0.035 ms  189634 cook             /renderClient/audio/sound18/audio0 (CHOP:select)
    0.008 ms  189540 cook             /renderClient/scenes/scene18/audio/out1 (CHOP:null)
    0.101 ms  189540 cook             /renderClient/scenes/scene18/audio/math1 (CHOP:math)
    0.039 ms  189538 cook             /renderClient/scenes/scene18/audio/cue1 (CHOP:audiofilein)
    0.029 ms  189539 cook             /renderClient/scenes/scene18/audio/cue2 (CHOP:audiofilein)
    0.010 ms  189632 cook        /renderClient/audio/sound19/out1 (CHOP:out)
    0.050 ms  189632 cook         /renderClient/audio/sound19/select3 (CHOP:select)
    0.011 ms  189632 cook          /renderClient/audio/sound19/audioEmpty (CHOP:null)
    0.028 ms  189632 cook           /renderClient/audio/sound19/logic1 (CHOP:logic)
    0.008 ms  189632 cook          /renderClient/audio/sound19/audio1 (CHOP:select)
    0.006 ms  189632 cook        /renderClient/audio/sound20/out1 (CHOP:out)
    0.037 ms  189632 cook         /renderClient/audio/sound20/select3 (CHOP:select)
    0.007 ms  189632 cook          /renderClient/audio/sound20/audioEmpty (CHOP:null)
    0.017 ms  189632 cook           /renderClient/audio/sound20/logic1 (CHOP:logic)
    0.006 ms  189632 cook        /renderClient/audio/sound21/out1 (CHOP:out)
    0.035 ms  189632 cook         /renderClient/audio/sound21/select3 (CHOP:select)
    0.006 ms  189632 cook          /renderClient/audio/sound21/audioEmpty (CHOP:null)
    0.016 ms  189632 cook           /renderClient/audio/sound21/logic1 (CHOP:logic)
    0.006 ms  189634 cook        /renderClient/audio/sound22/out1 (CHOP:out)
    0.038 ms  189634 cook         /renderClient/audio/sound22/select3 (CHOP:select)
    0.006 ms  189634 cook          /renderClient/audio/sound22/audioEmpty (CHOP:null)
    0.022 ms  189634 cook           /renderClient/audio/sound22/logic1 (CHOP:logic)
    0.014 ms  189634 cook            /renderClient/audio/sound22/info1 (CHOP:info)
    0.035 ms  189634 cook             /renderClient/audio/sound22/audio0 (CHOP:select)
    0.009 ms  189540 cook             /renderClient/scenes/scene22/audio/out1 (CHOP:null)
    0.085 ms  189540 cook             /renderClient/scenes/scene22/audio/math1 (CHOP:math)
    0.036 ms  189539 cook             /renderClient/scenes/scene22/audio/cue1 (CHOP:audiofilein)
    0.007 ms  189632 cook        /renderClient/audio/sound23/out1 (CHOP:out)
    0.037 ms  189632 cook         /renderClient/audio/sound23/select3 (CHOP:select)
    0.007 ms  189632 cook          /renderClient/audio/sound23/audioEmpty (CHOP:null)
    0.016 ms  189632 cook           /renderClient/audio/sound23/logic1 (CHOP:logic)
    0.164 ms       gfx    Downloading Texture Data From GPU
    0.242 ms  189633 cook    /renderClient/videoIO/PJ2_videodevout2 (TOP:videodevout)
    0.008 ms  189633 cook     /renderClient/videoIO/select_PJ2 (TOP:select)
    0.110 ms       gfx    Downloading Texture Data From GPU
    0.254 ms  189633 cook    /renderClient/videoIO/PJ3_videodevout3 (TOP:videodevout)
    0.007 ms  189633 cook     /renderClient/videoIO/select_PJ3 (TOP:select)
    0.096 ms       gfx    Downloading Texture Data From GPU
    0.225 ms  189635 cook    /renderClient/videoIO/AR_KEY_videodevout6 (TOP:videodevout)
    0.006 ms  189635 cook     /renderClient/videoIO/arMatte (TOP:null)
    0.079 ms  189635 cook      /renderClient/videoIO/chanmix1 (TOP:chanmix)
    0.008 ms  189635 cook       /renderClient/videoIO/select_AR (TOP:select)
    0.128 ms       gfx    Downloading Texture Data From GPU
    0.248 ms  189635 cook    /renderClient/videoIO/AR_FILL_videodevout5 (TOP:videodevout)
    0.008 ms  189635 cook     /renderClient/videoIO/arFront (TOP:null)
    0.106 ms       gfx    Downloading Texture Data From GPU
    0.040 ms  179245 cook    /renderClient/videoIO/container_performance_graph_v2/base_analysis/chopexec1 (DAT:chopexec)
    0.104 ms  179245 cook     /renderClient/videoIO/container_performance_graph_v2/base_analysis/lfo1 (CHOP:lfo)
    0.018 ms  179245 cook    /renderClient/videoIO/container_performance_graph_v2/container_body/chopexec1 (DAT:chopexec)
    0.030 ms  179245 cook     /renderClient/videoIO/container_performance_graph_v2/container_body/logic1 (CHOP:logic)
    0.009 ms  189633 cook    /renderClient/serverCtrl/chopexec1 (DAT:chopexec)
    0.054 ms  189632 cook    /renderClient/unrealCtrl/oscout1 (CHOP:oscout)
    0.036 ms  189632 cook     /renderClient/unrealCtrl/math3 (CHOP:math)
    0.035 ms  189632 cook      /renderClient/unrealCtrl/math2 (CHOP:math)
    0.009 ms  189632 cook       /renderClient/unrealCtrl/in1 (CHOP:in)
    0.006 ms       misc   CHOP_Beat /local/master_beat (CHOP:beat)
    0.039 ms  190677 cook     /local/master_beat (CHOP:beat)
    0.001 ms       misc   MIDI Event Check /local/midi/template/mapmaster1/midiinmap (CHOP:midiinmap)
    0.069 ms       misc   CHOP_Beat /ui/dialogs/timeline/transport/musiccode/beat (CHOP:beat)
    0.095 ms  189632 cook     /ui/dialogs/timeline/transport/musiccode/beat (CHOP:beat)
    0.011 ms       misc   Panel Exec DAT /renderClient/cam2/panelexec1 (DAT:panelexec)
    0.236 ms       script    /renderClient/cam2/panelexec1 /renderClient/cam2/panelexec1 (DAT:panelexec)
    0.013 ms  190679 cook    /ui/local/time/clock (CHOP:null)
    0.032 ms  190679 cook     /ui/local/time/scrubber (CHOP:switch)
    0.027 ms  190679 cook      /ui/local/time/independent (CHOP:switch)
    0.074 ms  190679 cook       /ui/local/time/cframe (CHOP:speed)
    0.031 ms  190678 cook    /ui/dialogs/mainmenu/lock (DAT:chopexec)
    0.040 ms  190678 cook     /ui/dialogs/mainmenu/perform2 (CHOP:perform)
    0.009 ms       misc   Selective/Force Cook Check /ui/dialogs/mainmenu/cookrate (CHOP:null)
